term,sentiment
beater,0
beatific,2
beatification,2
beatify,1
beating,-2
beatitude,0
beatnik,0
beat-up,-1
beau,0
beauteous,2
beauteously,0
beautician,0
beautification,0
beautiful,2
beautifully,2
beautify,1
beauty,2
beaux,0
beaver,0
bebop,0
became,0
because,0
beck,0
beckon,0
become,0
becoming,2
becomingly,2
bed,0
bedbug,-1
bedclothes,0
bedding,0
bedeck,0
bedevil,-1
bedevilment,-1
bedfellow,0
bedlam,-1
bedpan,0
bedraggled,-1
bedridden,-1
bedrock,0
bedroll,0
bedroom,0
bedside,0
bedsore,-1
bedspread,0
bedstead,0
bedtime,0
bee,0
beech,0
beef,0
beefsteak,0
beefy,0
beehive,0
beekeeper,0
beeline,0
been,0
beep,0
beeper,0
beer,0
beeswax,0
beet,0
beetle,0
beeves,0
befall,0
befallen,-1
befell,-1
befit,0
befitting,1
before,0
beforehand,0
befoul,-2
befriend,1
befuddle,-1
befuddled,-1
beg,-1
began,0
beget,0
beggar,-1
beggarly,-2
begin,0
beginner,0
beginning,0
begone,-1
begonia,0
begot,0
begotten,0
begrudge,-1
begrudgingly,-1
beguile,-1
beguilingly,0
begun,0
behalf,0
behave,0
behavior,0
behavioral,0
behead,-2
beheld,0
behemoth,0
behest,0
behind,0
behold,0
beholden,-2
beholder,0
behoove,0
beige,0
being,0
belabor,-1
belated,-1
belatedly,-1
belay,0
belch,-1
beleaguer,-2
belfry,0
belgian,0
belie,-1
belief,0
believable,1
believe,0
believer,0
belittle,-1
bell,0
belladonna,0
bell-bottom,0
bellboy,0
belle,0
bellhop,0
bellicose,-1
bellicosity,-2
belligerence,-2
belligerency,-2
belligerent,-2
belligerently,-2
bellow,0
bellows,0
bellwether,0
belly,0
bellyache,-1
bellybutton,0
bellyful,0
belong,0
belongings,0
beloved,2
below,-1
belt,0
beltway,0
bemoan,-1
bench,0
benchmark,0
bend,0
beneath,-1
benediction,2
benefaction,2
benefactor,2
benefactress,2
beneficence,2
beneficent,2
beneficial,2
beneficially,2
beneficiary,1
benefit,2
benevolence,2
benevolent,2
benevolently,2
benighted,-2
benign,2
benignly,2
bent,-1
benzene,0
bequeath,0
bequest,0
berate,-1
bereave,-1
bereavement,-2
bereft,-2
beret,0
berg,0
beriberi,-1
berm,0
berry,0
berserk,-2
berth,0
beryl,0
beryllium,0
beseech,-1
beset,-1
beside,0
besides,0
besiege,-1
besmirch,-2
besotted,-1
besought,0
bespeak,0
bespoke,0
bespoken,0
best,3
bestial,-2
bestiality,-2
bestiary,-1
bestir,0
bestow,0
bestowal,0
bestridden,0
bestride,0
bestrode,0
bestseller,2
best-selling,2
bet,0
beta,0
betake,0
betoken,0
betray,-2
betrayal,-2
betrayer,-2
betroth,0
betrothal,0
betrothed,0
better,2
betterment,0
bettor,0
between,0
betwixt,0
bevel,0
beverage,0
bevy,0
bewail,-1
beware,-1
bewilder,-1
bewildered,-1
bewildering,-1
bewilderment,-1
bewitch,-1
bewitching,1
beyond,0
biannual,0
bias,-1
biathlon,0
bib,0
bible,0
biblical,1
bibliographer,0
bibliographic,0
bibliographical,0
bibliography,0
bibliophile,0
bicameral,0
bicentennial,0
biceps,0
bicker,-1
bicuspid,0
bicycle,0
bicyclist,0
bid,0
bidden,0
bidder,0
bidding,0
bide,0
bidet,0
biennial,0
biennially,0
bier,0
bifocal,0
bifocals,0
bifurcate,0
bifurcation,0
big,1
bigamist,-2
bigamous,-1
bigamy,-2
bighearted,2
bighorn,0
bight,0
bigmouth,-2
bigness,0
bigot,-2
bigoted,-2
bigotry,-2
bigwig,0
bike,0
biker,0
bikini,0
bilateral,0
bilaterally,0
bile,-1
bilge,-1
bilingual,1
bilious,-1
bilk,-2
bill,0
billboard,0
billet,0
billfold,0
billiards,0
billing,0
billion,1
billionaire,0
billionth,0
billow,0
billowy,0
billy,0
bimbo,-2
bimonthly,0
bin,0
binary,0
bind,0
binder,0
bindery,0
binding,0
binge,-1
bingo,0
binnacle,0
binocular,0
binoculars,0
binomial,0
biochemical,0
biochemist,0
biochemistry,0
biodegradable,2
biodiversity,0
biofeedback,0
biographer,0
biographical,0
biography,0
biological,0
biologically,0
biologist,0
biology,0
bionic,0
biophysics,0
biopsy,0
biorhythm,0
biosphere,0
biotechnology,0
bipartisan,1
bipartite,0
biped,0
biplane,0
biracial,0
birch,0
bird,0
birdbath,0
birdbrained,-2
birdhouse,0
birdie,0
birdseed,0
birdwatcher,0
birth,0
birthday,1
birthmark,0
birthplace,0
birthrate,0
birthright,0
birthstone,0
biscuit,0
bisect,0
bisection,0
bisector,0
bisexual,0
bisexuality,0
bishop,0
bishopric,0
bismuth,0
bison,0
bisque,0
bistro,0
bit,0
bitch,-1
bitchy,-2
bite,0
biting,-1
bitten,-1
bitter,-2
bitterly,-2
bittern,0
bitterness,-2
bittersweet,-1
bitumen,0
bivalve,0
bivouac,0
biweekly,0
bizarre,-1
blab,-1
blabbermouth,-2
black,0
black-and-blue,-2
blackball,-2
blackberry,0
blackbird,0
blackboard,0
blacken,-1
blackguard,-2
blackhead,-1
blackish,0
blackjack,0
blacklist,-1
blackmail,-2
blackmailer,-2
blackness,0
blackout,0
blacksmith,0
black-tie,0
blacktop,0
bladder,0
blade,0
blah,-1
blame,-2
blameless,2
blamelessly,2
blameworthy,-2
blanch,0
bland,-1
blandishment,0
blandly,-1
blandness,-1
blank,-1
blanket,0
blankly,-1
blankness,-1
blare,-1
blarney,0
blase,-1
blaspheme,-2
blasphemer,-2
blasphemous,-2
blasphemy,-2
blast,0
blastoff,0
blatant,-1
blatantly,-1
blaze,0
blazer,0
blazon,0
bldg.,0
bleach,0
bleachers,0
bleak,-2
bleakly,-2
bleakness,-2
bleary,-1
bleat,0
bled,-1
bleed,-1
bleeder,0
bleep,0
blemish,-1
blench,-1
blend,0
blender,0
bless,2
blessed,2
blessedness,2
blessing,2
blew,0
blight,-2
blimp,0
blind,-2
blindfold,0
blindly,-1
blindness,-2
blindside,-1
blink,0
blinker,0
blintz,0
blip,0
bliss,3
blissful,2
blissfully,2
blister,-1
blithe,1
blithely,-1
blitz,0
blizzard,0
bloat,-1
bloated,-1
blob,0
bloc,0
block,-1
blockade,-1
blockage,-1
blockbuster,0
blockhead,-2
blockhouse,0
blond,0
blonde,0
blood,0
bloodbath,-2
bloodcurdling,-2
bloodhound,0
bloodless,1
bloodlessly,1
bloodmobile,0
bloodshed,-2
bloodshot,-1
bloodstained,-2
bloodstream,0
bloodsucker,-2
bloodthirstiness,-2
bloodthirsty,-2
bloody,-2
bloom,2
bloomers,0
blooming,1
blooper,0
blossom,1
blot,0
blotch,-1
blotchy,-1
blotter,0
blouse,0
blow,-2
blow-by-blow,0
blow-dry,0
blower,0
blowgun,0
blown,0
blowout,0
blowsy,-1
blowtorch,0
blowup,-2
blowzy,-1
blubber,0
bludgeon,-2
blue,0
bluebell,0
blueberry,0
bluebird,0
blue-blooded,1
blue-collar,0
bluefish,0
bluegrass,0
blueprint,0
blues,-1
bluff,-1
bluing,0
bluish,0
blunder,-2
blunderbuss,0
blunderer,-2
blunt,-1
bluntly,-1
bluntness,-1
blur,-1
blurb,0
blurry,-1
blurt,-1
blush,0
blusher,0
bluster,-1
blustery,0
blvd.,0
boa,0
boar,0
board,0
boarder,0
boardinghouse,0
boardroom,0
boardwalk,0
boast,-1
boaster,-2
boastful,-2
boastfully,-2
boastfulness,-2
boat,0
boater,0
boatman,0
boatswain,0
bob,0
bobbin,0
bobble,0
bobby,0
bobcat,0
bobsled,0
bobwhite,0
bode,0
bodice,0
bodily,0
bodkin,0
body,0
bodyguard,0
bog,0
bogey,0
bogeyman,-2
boggle,-1
boggy,0
bogie,0
bogus,-2
bogy,0
bohemian,0
boil,-1
boiler,0
boilerplate,0
boisterous,0
boisterously,0
boisterousness,0
bold,1
boldface,0
boldfaced,-1
boldly,2
boldness,0
bole,0
bolero,0
bolivian,0
boll,0
bologna,0
bolshevik,0
bolster,1
bolt,0
bomb,-2
bombard,-1
bombardier,0
bombardment,-2
bombast,-1
bombastic,-2
bomber,0
bombshell,0
bonanza,2
bonbon,0
bond,0
bondage,-2
bone,0
bone-dry,0
bonehead,-2
boner,0
bonfire,0
bongo,0
bonnet,0
bonny,2
bonsai,0
bonus,2
bony,0
boo,-1
boob,0
booby,-1
boogie,0
book,0
bookcase,0
bookend,0
bookie,0
booking,0
bookish,0
bookkeeper,0
bookkeeping,0
booklet,0
bookmaker,0
bookmark,0
bookmobile,0
bookshelf,0
bookshelves,0
bookstore,0
bookworm,0
boom,2
boomerang,0
boon,1
boondocks,0
boondoggle,-1
boor,-2
boorish,-2
boorishly,-2
boost,1
booster,0
boot,0
bootee,0
booth,0
bootie,0
bootleg,-1
bootlegger,-1
booty,-1
booze,0
boozer,-1
bop,0
borax,0
border,0
borderland,0
borderline,-1
bore,-1
boredom,-1
boring,-2
born,0
born-again,1
borne,0
boron,0
borough,0
borrow,0
borrower,0
borscht,0
bosh,0
bosom,0
boss,0
bossiness,-1
bossy,-2
bosun,0
botanical,0
botanist,0
botany,0
botch,-1
both,0
bother,-1
bothersome,-2
bottle,0
bottleneck,0
bottom,-1
bottomless,-1
botulism,-2
boudoir,0
bouffant,0
bough,0
bought,0
bouillabaisse,0
bouillon,0
boulder,0
boulevard,0
bounce,0
bouncer,0
bouncing,0
bouncy,0
bound,0
boundary,0
boundless,2
bounds,0
bounteous,2
bountiful,2
bounty,2
bouquet,1
bourbon,0
bourgeois,0
bourgeoisie,0
bout,0
boutique,0
boutonniere,0
bovine,-1
bow,0
bowdlerize,-1
bowel,0
bower,0
bowl,0
bowlegged,-1
bowler,0
bowling,0
bowman,0
bowsprit,0
bowstring,0
box,0
boxcar,0
boxer,0
boxing,0
boy,0
boycott,-2
boyfriend,0
boyhood,0
boyish,1
boyishly,1
boyishness,1
boysenberry,0
bozo,-2
bra,0
brace,0
bracelet,0
braces,0
bracing,1
bracken,0
bracket,0
brackish,-1
bract,0
brad,0
brag,-2
braggart,-2
bragger,-2
braid,0
braille,0
brain,0
brainchild,0
brainchildren,0
brainless,-2
brainstorm,0
brainstorming,0
brainteaser,0
brainwash,-1
brainwashing,-2
brainy,2
braise,0
brake,0
brakeman,0
bramble,0
bran,0
branch,0
brand,0
brandish,0
brand-new,1
brandy,0
brash,-1
brashly,-1
brashness,-2
brass,0
brassiere,0
brassy,0
brat,-2
bratty,-2
bravado,-1
brave,2
bravely,2
bravery,2
bravo,1
bravura,0
brawl,-2
brawler,0
brawn,0
brawniness,0
brawny,1
bray,0
brazen,-2
brazenly,-1
brazier,0
brazilian,0
breach,-1
bread,0
breadfruit,0
breadth,0
breadwinner,0
break,-2
breakable,-1
breakage,-1
breakdown,-2
breaker,0
breakfast,0
breakneck,-1
breakthrough,2
breakup,-2
breakwater,0
breast,0
breastbone,0
breast-fed,1
breastplate,0
breaststroke,0
breath,0
breathable,0
breathe,0
breather,0
breathless,0
breathlessly,0
breathtaking,3
breathtakingly,3
bred,0
breech,0
breeches,0
breed,0
breeder,0
breeding,0
breeze,0
breezily,0
breeziness,2
breezy,1
brethren,0
breviary,0
brevity,0
brew,0
brewer,0
brewery,0
briar,0
bribe,-2
bribery,-2
brick,0
brickbat,-2
bricklayer,0
bricklaying,0
bridal,0
bride,0
bridegroom,0
bridesmaid,0
bridge,0
bridgehead,0
bridgework,0
bridle,0
brief,0
briefcase,0
briefing,0
briefly,0
briefs,0
brier,0
brig,0
brigade,0
brigand,-2
brigantine,0
bright,2
brighten,2
brightly,1
brightness,0
brilliance,3
brilliant,3
brilliantly,3
brim,0
brimful,0
brimstone,0
brindled,0
brine,0
bring,0
brink,0
brinkmanship,0
briny,0
briquette,0
brisk,1
brisket,0
briskly,0
briskness,0
bristle,-1
bristly,-1
britches,0
british,0
briton,0
brittle,-1
brittleness,-1
broach,0
broad,0
broadcast,0
broadcaster,0
broadcloth,0
broaden,0
broadly,0
broad-minded,2
broadside,0
broadsword,0
brocade,0
broccoli,0
brochure,0
brogan,0
brogue,0
broil,0
broiler,0
broke,-2
broken,-1
broken-down,-2
brokenhearted,-2
broker,0
brokerage,0
bromide,0
bromine,0
bronchi,0
bronchial,0
bronchitis,-1
bronchus,0
bronco,0
brontosaurus,0
bronze,0
brooch,0
brood,-1
brooder,0
brook,0
broom,0
broomstick,0
bros.,0
broth,0
brothel,-2
brother,0
brotherhood,0
brotherliness,1
brotherly,1
brought,0
brouhaha,0
brow,0
browbeat,-2
browbeaten,-1
brown,0
brownie,0
brownish,0
brown-nose,0
brownout,0
brownstone,0
browse,0
browser,0
brr,0
bruin,0
bruise,-1
bruiser,0
brunch,0
brunet,0
brunette,0
brunt,-1
brush,0
brushwood,0
brusque,-1
brusquely,-1
brusqueness,-1
brutal,-2
brutality,-2
brutalize,-2
brutally,-2
brute,-2
brutish,-2
brutishly,-2
bubble,0
bubbly,1
buccaneer,0
buck,0
buckboard,0
bucket,0
bucketful,0
buckle,0
buckler,0
buckshot,0
buckskin,0
bucktoothed,0
buckwheat,0
bucolic,0
bud,0
buddhist,0
buddy,0
budge,0
budgerigar,0
budget,0
budgetary,0
budgie,0
buff,0
buffalo,0
buffer,0
buffet,0
buffoon,-2
buffoonery,-2
bug,-1
bugaboo,0
bugbear,-2
buggy,-1
bugle,0
bugler,0
build,0
builder,0
building,0
buildup,0
built,0
built-in,0
built-up,0
bulb,0
bulbous,0
bulgarian,0
bulge,0
bulgy,0
bulimia,-2
bulimic,-2
bulk,0
bulkhead,0
bulky,-1
bull,0
bulldog,0
bulldoze,-1
bulldozer,0
bullet,0
bulletin,0
bulletproof,2
bullfight,0
bullfighter,0
bullfighting,0
bullfrog,0
bullheaded,-1
bullhorn,0
bullion,0
bullish,2
bullock,0
bullpen,0
bullshit,-2
bully,-2
bulrush,0
bulwark,0
bum,-2
bumble,-1
bumblebee,0
bumbler,-1
bumbling,-1
bummer,-2
bump,0
bumper,0
bumpkin,-1
bumptious,-1
bumpy,-1
bun,0
bunch,0
bundle,0
bung,0
bungalow,0
bungle,-1
bungler,-2
bunion,0
bunk,0
bunker,0
bunkhouse,0
bunkum,-1
bunny,0
buns,0
bunt,0
bunting,0
buoy,0
buoyancy,0
buoyant,2
buoyantly,2
bur,0
burden,-1
burdensome,-2
burdock,0
bureau,0
bureaucracy,0
bureaucrat,0
bureaucratic,-2
bureaucratically,0
bureaux,0
burg,0
burgeon,0
burger,0
burgher,0
burglar,-2
burglarize,-2
burglary,-2
burial,-1
burlap,0
burlesque,0
burly,0
burmese,0
burn,-2
burner,0
burning,0
burnish,1
burnoose,0
burnout,-2
burnt,-1
burp,0
burr,0
burrito,0
burro,0
burrow,0
bursar,0
bursitis,-1
burst,0
bury,0
bus,0
busboy,0
bush,0
bushed,-1
bushel,0
bushman,0
bushwhack,0
bushwhacker,0
bushy,0
busily,0
business,0
businesslike,0
businessman,0
businesswoman,0
busing,0
buss,0
bussing,0
bust,0
buster,-1
bustle,0
busy,0
busybody,-1
busyness,0
busywork,0
but,0
butane,0
butch,0
butcher,-1
butchery,-1
butler,0
butt,0
butte,0
butter,0
buttercup,0
butterfat,0
butterfingers,0
butterfly,0
buttermilk,0
butternut,0
butterscotch,0
buttery,0
buttock,0
buttocks,0
button,0
button-down,0
buttonhole,0
buttress,0
buxom,0
buy,0
buyer,0
buyout,0
buzz,0
buzzard,0
buzzer,0
buzzword,0
by,0
bye,0
bygone,0
bylaw,0
byline,0
bypass,0
byplay,0
bystander,0
byte,0
byway,0
byword,0
byzantine,-1
c,0
c.,0
c.o.d.,0
c/o,0
ca,0
cab,0
cabal,0
cabana,0
cabaret,0
cabbage,0
cabbie,0
cabby,0
cabin,0
cabinet,0
cabinetmaker,0
cable,0
cablegram,0
caboose,0
cacao,0
cache,0
cachet,0
cackle,-1
cacophony,-1
cacti,0
cactus,0
cad,-2
cadaver,0
cadaverous,-1
caddie,0
caddy,0
cadence,0
cadenza,0
cadet,0
cadge,-1
cadmium,0
cadre,0
caesarean,0
caesura,0
cafe,0
cafeteria,0
caffeine,0
caftan,0
cage,-1
cagey,-1
cagily,-1
caginess,-1
cagy,-1
cahoots,-1
cairn,0
caisson,0
cajole,0
cake,0
cal.,0
calabash,0
calamine,0
calamitous,-3
calamity,-2
calcify,0
calcium,0
calculable,0
calculate,0
calculated,0
calculating,-2
calculation,0
calculator,0
calculus,0
caldron,0
calendar,0
calf,0
calfskin,0
caliber,0
calibrate,0
calibration,0
calico,0
caliper,0
caliph,0
caliphate,0
calisthenics,0
calk,0
call,0
caller,0
calligrapher,0
calligraphy,0
calling,0
calliope,0
callous,-1
callously,-2
callousness,-2
callow,-1
callus,0
calm,2
calmly,1
calmness,2
caloric,0
calorie,0
calorific,0
calumniate,-2
calumny,-2
calve,0
calves,0
calvinist,0
calyces,0
calypso,0
calyx,0
cam,0
camaraderie,2
camber,0
cambium,0
cambric,0
camcorder,0
came,0
camel,0
camellia,0
cameo,0
camera,0
cameraman,0
camisole,0
camomile,0
camouflage,0
camp,0
campaign,0
campaigner,0
campanile,0
camper,0
campfire,0
campground,0
camphor,0
campsite,0
campus,0
campy,-1
camshaft,0
can,0
canadian,0
canal,0
canape,0
canard,0
canary,0
cancan,0
cancel,0
cancellation,0
cancer,-2
cancerous,-2
candelabra,0
candelabrum,0
candid,1
candidacy,0
candidate,0
candidly,1
candidness,2
candied,0
candle,0
candlelight,0
candlestick,0
candor,2
candy,0
cane,0
canine,0
canister,0
canker,-2
cankerous,-2
cannabis,-1
canned,0
cannery,0
cannibal,-3
cannibalism,-3
cannibalistic,-2
cannibalize,-1
cannily,2
canniness,1
cannon,0
cannonade,0
cannonball,0
cannot,0
canny,2
canoe,0
canoeist,0
canon,0
canonical,0
canonization,0
canonize,1
canopy,0
cant,0
cantaloupe,0
cantankerous,-2
cantankerously,-2
cantankerousness,-1
cantata,0
canteen,0
canter,0
canticle,0
cantilever,0
canto,0
canton,0
cantor,0
canvas,0
canvasback,0
canvass,0
canvasser,0
canyon,0
cap,0
cap.,0
capability,1
capable,2
capably,2
capacious,1
capaciousness,0
capacitor,0
capacity,0
cape,0
caper,0
capillary,0
capital,1
capitalism,0
capitalist,0
capitalistic,0
capitalization,0
capitalize,0
capitol,0
capitulate,-1
capitulation,0
caplet,0
capon,0
cappuccino,0
caprice,0
capricious,-1
capriciously,-1
capriciousness,-1
capsize,-1
capstan,0
capsule,0
captain,0
captaincy,0
caption,0
captivate,2
captivation,0
captive,-1
captivity,-2
captor,-1
capture,0
car,0
carafe,0
caramel,0
carapace,0
carat,0
caravan,0
caraway,0
carbine,0
carbohydrate,0
carbon,0
carbonated,0
carbonation,0
carbuncle,-1
carburetor,0
carcass,0
carcinogen,-2
carcinogenic,-2
carcinoma,-2
card,0
cardboard,0
cardiac,0
cardigan,0
cardinal,0
cardiologist,0
cardiology,0
cardiovascular,0
cards,0
cardsharp,-1
care,1
careen,0
career,0
carefree,2
careful,2
carefully,2
carefulness,1
caregiver,0
careless,-2
carelessly,-2
carelessness,-2
caress,1
caret,0
caretaker,0
careworn,-1
carfare,0
cargo,0
caribou,0
caricature,-1
caricaturist,0
caries,-1
carillon,0
caring,2
carmine,0
carnage,-2
carnal,-2
carnally,-2
carnation,0
carnelian,0
carnival,0
carnivore,0
carnivorous,0
carol,0
caroler,0
carom,0
carouse,0
carousel,0
carp,-1
carpal,0
carpel,0
carpenter,0
carpentry,0
carpet,0
carpetbagger,-1
carpeting,0
carport,0
carrel,0
carriage,0
carrier,0
carrion,-2
carrot,0
carrousel,0
carry,0
carryall,0
carryout,0
carryover,0
carsick,-1
carsickness,-1
cart,0
cartel,0
cartilage,0
cartilaginous,0
cartographer,0
cartography,0
carton,0
cartoon,0
cartoonist,0
cartridge,0
cartwheel,0
carve,0
carver,0
carving,0
cascade,0
case,0
casein,0
casement,0
casework,0
caseworker,0
cash,0
cashew,0
cashier,0
cashmere,0
casing,0
casino,0
cask,0
casket,0
cassava,0
casserole,0
cassette,0
cassock,0
cast,0
castanet,0
castaway,-1
caste,0
caster,0
castigate,-2
castigation,-2
casting,0
cast-iron,0
castle,0
castoff,-1
castor,0
castrate,-2
castration,-2
casual,0
casually,0
casualness,0
casualty,-2
casuist,-1
casuistry,-1
cat,0
cataclysm,-2
cataclysmic,-3
catacomb,0
catafalque,0
catalog,0
catalogue,0
catalpa,0
catalysis,0
catalyst,0
catalytic,0
catamaran,0
catapult,0
cataract,0
catarrh,0
catastrophe,-2
catastrophic,-3
catatonic,-2
catbird,0
catboat,0
catcall,-1
catch,0
catchall,0
catcher,0
catching,0
catchword,0
catchy,2
catechism,0
catechize,0
categorical,0
